test_index,test_text,predicted_label,true_label,neighbor_index,neighbor_label,neighbor_distance,neighbor_text
234,seperti sekarang polisi jadi alat kuasa bukan tegak hukum amanah jujur adil buat semua,positif,negatif,999,Positif,1.1319633643361144,salut buat polisi tetap jujur berani tegak hukum adil
234,seperti sekarang polisi jadi alat kuasa bukan tegak hukum amanah jujur adil buat semua,positif,negatif,132,Positif,1.1507251626662172,percaya polisi tegak hukum adil
234,seperti sekarang polisi jadi alat kuasa bukan tegak hukum amanah jujur adil buat semua,positif,negatif,679,Positif,1.1648052317456152,percaya hukum tegak polisi kerja jujur
234,seperti sekarang polisi jadi alat kuasa bukan tegak hukum amanah jujur adil buat semua,positif,negatif,389,Positif,1.1671782274642262,polisi jujur adil
235,percaya polisi jaga aman lebih baik,positif,positif,150,Positif,0.7786601049930231,percaya masyarakat polisi jaga baik
235,percaya polisi jaga aman lebih baik,positif,positif,912,Positif,0.9448637147200979,percaya polisi ubah jadi lebih baik
235,percaya polisi jaga aman lebih baik,positif,positif,933,Positif,0.9662045591783275,percaya rakyat jaga polisi
235,percaya polisi jaga aman lebih baik,positif,positif,1380,Positif,1.077280264181184,percaya polisi baik kerja keras
235,percaya polisi jaga aman lebih baik,positif,positif,709,Positif,1.0811736357738466,jadi rasa aman polisi jaga aman nyaman masyarakat
235,percaya polisi jaga aman lebih baik,positif,positif,315,Negatif,1.1058175378290531,susah percaya kalau hukum ubah arah lebih baik
235,percaya polisi jaga aman lebih baik,positif,positif,278,Positif,1.1100810958878093,aman salat id aman baik
235,percaya polisi jaga aman lebih baik,positif,positif,1479,Netral,1.1214694207619826,aman baik butuh kerja sama polisi masyarakat
235,percaya polisi jaga aman lebih baik,positif,positif,99,Positif,1.1272955636195485,polisi simbol lindung jaga baik
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,288,Positif,1.0692250222587265,meski banyak kritik yakin polisi benar jujur
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,1310,Positif,1.0939219610987674,gue yakin polisi mau juang buat rakyat bukan buat penting sendiri
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,1216,Positif,1.1997271662686133,yakin polisi benar lindung rakyat
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,1490,Positif,1.212457279169992,gue yakin polisi pegang integritas tinggi semangat
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,182,Positif,1.2127676731579775,gue yakin polisi baik sayang kalah suara
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,1057,Positif,1.2164855450960803,yakin polisi benar peduli rakyat
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,1080,Positif,1.2183902488128164,nyata polisi jujur mau tulus minta maaf
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,601,Negatif,1.2380791647985077,polisi selalu buat rakyat kecewa
236,walaupun banyak kritik gue yakin polisi tulus buat rakyat,positif,positif,1241,Positif,1.239073785147746,gue percaya sama polisi profesional bukan kerja buat penting pribadi
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,1444,Netral,1.0189973068643343,teman kerja polisi kata memang banyak prosedur ikut tangan kasus
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,294,Netral,1.0539667046711934,urus sim makan waktu jam proses suai prosedur lalu cepat lalu lama
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,688,Negatif,1.168111104781659,marah kata kata
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,600,Netral,1.1758312593035567,prosedur hukum tetap ikut suai atur laku
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,624,Netral,1.203757650312662,teman sempat tilang kata minta uang sendiri pernah alam
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,930,Negatif,1.206021192351275,urus sim aja ribat isi pungli semua
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,80,Netral,1.214717130101156,polisi selalu ikut prosedur tindak laku
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,934,Positif,1.2150260831865503,sempat takut urus lapor tugas sangat sabar bantu jelas semua prosedur
237,teman baru urus sim kata gampang kalau ikut semua prosedur tetap makan waktu,netral,netral,1079,Negatif,1.224171701688963,bahkan kalau salah apa tetap takut kalau urus sama polisi
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,756,Negatif,1.0190047528955732,layan kantor polisi kadang punya sistem jelas siapa
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,346,Netral,1.1332609045596203,polisi kerja kadang pagi kadang palem kadang tidak kerja sama kali
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,967,Netral,1.1578544714143562,kadang tugas lihat aktif kadang sepi mungkin beda jam kerja tugas
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,1028,Netral,1.1784674031503137,kalau macet empat besar kadang polisi bantu atur lalu lintas kadang
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,1116,Netral,1.2094995794125663,kadang tugas beri jelas kena atur lalu lintas meski kadang jelas lalu rinc
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,179,Negatif,1.2117477250506288,kesan pilih kasih tangan kasus hukum gantung siapa lapor
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,1016,Netral,1.2151526120304725,kantor polisi tempat buat lapor tugas ramah lihat cuek mungkin gantung orang
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,680,Positif,1.2173394259640165,baik nyata layan publik
238,layan publik beberapa kantor polisi konsisten kadang bagus kadang kecewa gantung siapa tugas,netral,negatif,1263,Netral,1.227811369224812,polisi kadang aktif media sosial rasa kontan bagi kadang kurang relevan butuh masyarakat
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,166,Netral,1.0907941979423739,lapor masyarakat proses suai tentu hukum
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,1257,Netral,1.1248385972456987,tegak hukum baik bebas penting tentu
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,1114,Positif,1.1281580513566025,percaya polisi tangan kasus cepat tepat
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,1341,Positif,1.151937520961297,polisi laku patroli rutin jaga aman wilayah tentu
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,90,Netral,1.1560640270861666,jalan tugas polisi ikut standar operasional tentu
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,786,Netral,1.1583189305931392,integritas polisi tentu masa depan hukum negeri
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,1255,Netral,1.1667419886463075,tegak atur tetap laku suai tentu laku
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,905,Positif,1.2272234290039052,polisi kerja cepat keren
239,penangananpolisi kasus tentu cepat komunikatif,netral,positif,441,Netral,1.2312983049477952,layan polisi lebih cepat transparan
240,polisi ramah bikin nyaman,negatif,positif,1262,Negatif,1.1061484671371025,rasa takut dulu kalau lihat polisi padahal salah harus bikin nyaman bukan takut
240,polisi ramah bikin nyaman,negatif,positif,1418,Negatif,1.14140121849779,polisi bikin tenang bukan bikin ragu
240,polisi ramah bikin nyaman,negatif,positif,709,Positif,1.1457452537252177,jadi rasa aman polisi jaga aman nyaman masyarakat
240,polisi ramah bikin nyaman,negatif,positif,694,Negatif,1.1565315550288506,polisi harus bikin tenang bukan bikin cemas
240,polisi ramah bikin nyaman,negatif,positif,305,Positif,1.159313007850287,polisi ramah tanya arah
240,polisi ramah bikin nyaman,negatif,positif,960,Positif,1.1813121564348026,polisi ramah lapor hilang dompet
240,polisi ramah bikin nyaman,negatif,positif,1117,Negatif,1.1963154547609816,polisi lindung malah bikin takut
240,polisi ramah bikin nyaman,negatif,positif,1476,Positif,1.2055534027081767,banyak polisi sangat jujur adil sopan ramah
240,polisi ramah bikin nyaman,negatif,positif,745,Negatif,1.2075980696437152,harus seragam bikin tenang bukan malah bikin curiga
241,makin yakin kinerja polri lebih baik polisi,positif,positif,20,Positif,0.8120023675241581,kinerja polisi makin baik
241,makin yakin kinerja polri lebih baik polisi,positif,positif,1202,Positif,0.9249436580301094,kinerja polisi makin baik terus
241,makin yakin kinerja polri lebih baik polisi,positif,positif,426,Positif,0.9992197888060341,yakin polisi jadi harap hukum lebih baik
241,makin yakin kinerja polri lebih baik polisi,positif,positif,204,Positif,1.0133203843451275,yakin polisi benah jadi lebih baik
241,makin yakin kinerja polri lebih baik polisi,positif,positif,58,Positif,1.0580659018832868,yakin pak polisi baik jujur
241,makin yakin kinerja polri lebih baik polisi,positif,positif,74,Positif,1.0874780814468517,yakin polisi terus usaha jadi lebih baik hari
241,makin yakin kinerja polri lebih baik polisi,positif,positif,216,Positif,1.0918090262295317,yakin polisi kerja baik negeri
241,makin yakin kinerja polri lebih baik polisi,positif,positif,565,Netral,1.1023414885455594,makin cepat respons polisi makin baik masyarakat
241,makin yakin kinerja polri lebih baik polisi,positif,positif,452,Positif,1.1205404912398171,penting makin tingkat kinerja polisi
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,810,Negatif,0.7037457142659528,aku rasa sangat sedih lihat cara kerja polisi
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,474,Negatif,0.861492227076352,kinerja polisi bikin aku sedih banget
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,545,Negatif,1.0123292839975204,aku benar kecewa kinerja polisi
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,1276,Negatif,1.1155659325201812,aku habis pikir kinerja polisi rasa sedih banget
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,203,Negatif,1.1222935304214108,sulit percaya polisi kerja cara profesional
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,1268,Negatif,1.154530106722761,aparat tegak hukum polisi malu cara kerja
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,608,Negatif,1.1632852813451178,sedih benar malah dite
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,813,Negatif,1.16943629743629,aku kecewa banget sikap polisi
242,polisi kerja cara bikin aku benar sedih,negatif,negatif,526,Negatif,1.1854726577726187,bagaimana mungkin polisi terus kerja cara semrawut
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,663,Positif,1.1352273800856039,publik puas atas kinerja polisi
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,1267,Negatif,1.1526326699845337,takut transparansi tangan kasus
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,1233,Negatif,1.1546046256376261,kecewa tangan polisi nilai rugi
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,559,Negatif,1.180908564888028,kinerja polisi kurang puas perlu evaluasi
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,1015,Netral,1.1962226106589506,transparansi proses hukum tingkat percaya masyarakat
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,240,Netral,1.1985426274609137,teknologi bantu tingkat efektivitas kinerja polisi layan publik
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,1162,Positif,1.2027281861358217,ikut senang cuma lihat jujur nilai nyata
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,65,Negatif,1.213602867835808,kecewa kinerja polisi
243,kinerja polisi perlu transparansi publik nilai objektif,negatif,netral,1129,Positif,1.2176645965687958,rakyat butuh polisi selalu junjung tinggi nilai adil
244,terima kasih pak polisi gerak cepat,positif,positif,513,Positif,0.825846577087433,pak polisi terima kasih
244,terima kasih pak polisi gerak cepat,positif,positif,1420,Positif,0.825846577087433,terima kasih pak polisi
244,terima kasih pak polisi gerak cepat,positif,positif,1010,Positif,0.9283711721351725,terima kasih pak polisi baik
244,terima kasih pak polisi gerak cepat,positif,positif,850,Positif,0.9762809052202878,terima kasih pak polisi bantu aman
244,terima kasih pak polisi gerak cepat,positif,positif,1072,Positif,0.98274255240429,terima kasih dukung pak polisi
244,terima kasih pak polisi gerak cepat,positif,positif,921,Positif,1.0000628352256942,terima kasih pak polisi atur jalan
244,terima kasih pak polisi gerak cepat,positif,positif,50,Negatif,1.0157569360397678,polisi gerak cepat kalau tekan publik
244,terima kasih pak polisi gerak cepat,positif,positif,1392,Positif,1.0216342793425714,salut banget sama pak polisi terima kasih pak
244,terima kasih pak polisi gerak cepat,positif,positif,1315,Positif,1.0219981624182435,terima kasih saran pak polisi
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,1126,Negatif,1.2021222817135526,sikap beberapa tugas lapang kasar tegur kendara
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,1327,Netral,1.2161096703884555,tugas utama polisi jaga tertib lindung warga
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,392,Negatif,1.246633034072516,sering kali lapor warga anggap angin lalu tugas jaga
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,81,Netral,1.2486470775000795,polisi perlu beri edukasi hukum masyarakat lebih paham
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,1237,Netral,1.2667500272299153,program kerja polisi perlu sosialisasi masyarakat paham peran
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,1212,Negatif,1.2680452459213538,kesan beberapa kasus cepat tangan kalau viral liput media biasa abai
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,1467,Netral,1.2728610546583403,hujan deras lihat tugas polisi bantu atur lalu lintas meski banyak bicara
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,790,Negatif,1.2735868509442245,kalau lapor warga kecil kayak anggap penting viral dulu baru tindak
245,beberapa polisi kesan kasar bicara warga utama anggap paham atur,negatif,negatif,487,Negatif,1.2807885029181183,takut kalau lapor anggap angin lalu
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,981,Positif,1.039702162768768,bangga lihat polisi layan rakyat penuh hati
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,1216,Positif,1.0423680984865251,yakin polisi benar lindung rakyat
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,1429,Positif,1.0725468246551002,harap polisi terus kerja penuh dedikasi
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,584,Positif,1.1205252226341404,bangga pak polisi layan hati laku tugas penuh amanah
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,642,Positif,1.1250248770021434,yakin polisi terus kerja tegak hukum tegas
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,706,Positif,1.134682171541418,polisi peduli masyarakat selalu dapat percaya penuh
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,1153,Positif,1.1482421646325183,yakin polisi bawa rasa aman masyarakat
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,74,Positif,1.162071216868835,yakin polisi terus usaha jadi lebih baik hari
246,yakin polisi terus lindung masyarakat penuh hati,positif,positif,855,Netral,1.1630936114200032,baik terus terus sistem polisi
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,701,Netral,1.2090573727653051,celaka kecil jalan polisi datang menit lalu cepat tetap hadir
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,555,Netral,1.2235758947850965,pas jam pulang kantor polisi diri doang dekat lampu merah
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,970,Positif,1.2301642624801448,rasa lebih nyaman bawa kendara beri polisi lalu lintas sering patroli rute rawan celaka
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,107,Negatif,1.2309653411552834,sering lihat polisi tidur pos jaga malam hari tetap siaga jam rawan jahat
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,988,Netral,1.2341514906129198,kalau celaka lalu lintas biasa polisi datang panggil warga selalu cepat tetap datang
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,1441,Netral,1.2505198026820499,pas jalan malam sempat henti polisi kecek semua aman lama
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,766,Netral,1.2508272602757864,polisi tampak bicara supir truk pinggir jalan tol
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,414,Negatif,1.2514980891368443,takut kalau tidakadil jadi biasa
247,kalau jalan tol biasa polisi hadir pas jam rawan macet celaka,netral,netral,1482,Positif,1.2531647987796701,terima kasih polisi selalu sigap hadir celaka kecil jalur cepat
248,tiap hari aja berita soal polisi masalah,negatif,negatif,1238,Negatif,0.9184065460063169,lihat berita soal tiap hari bikin makin hilang harap sama adil
248,tiap hari aja berita soal polisi masalah,negatif,negatif,1316,Negatif,1.0078337165817246,apa malu tiap hari berita buruk polisi
248,tiap hari aja berita soal polisi masalah,negatif,negatif,396,Negatif,1.1619420499216702,kalau masalah beri lapor kabur aja
248,tiap hari aja berita soal polisi masalah,negatif,negatif,167,Negatif,1.1650068531787703,bukan cuma kali kali tiap hari aja kasus bikin naik darah
248,tiap hari aja berita soal polisi masalah,negatif,negatif,1319,Negatif,1.1663973827262266,mau percaya tiap hari selalu kasus baru
248,tiap hari aja berita soal polisi masalah,negatif,negatif,366,Negatif,1.1869817964120468,ubah tiap tahun sama aja bobrok
248,tiap hari aja berita soal polisi masalah,negatif,negatif,533,Negatif,1.191665529884815,kecewa hari polisi
248,tiap hari aja berita soal polisi masalah,negatif,negatif,385,Negatif,1.2184128762023314,sering baca berita polisi salah tangkap pernah minta maaf resmi biasa aja
248,tiap hari aja berita soal polisi masalah,negatif,negatif,1335,Negatif,1.2193558415479444,bahkan rekam jadi aja kena masalah seram banget
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,765,Positif,1.1442045934037686,tertib kendara balap liar daerah bikin suasana malam jadi lebih tenang terima kasih
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,111,Negatif,1.1681381800440929,lapor buat tindak tak pernah nyata
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,71,Positif,1.1962649365387128,percaya masyarakat polisi jaga tindak nyata
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,638,Negatif,1.200864376557056,lapor hilang motor respons lambat kesan tindak lanjut
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,755,Netral,1.2060960515576706,moga polisi selalu utama adil tindak
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,1401,Negatif,1.2265573125230695,cuma lapor kalau akhir biar
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,423,Netral,1.241147893455629,lapor tindaklanjut biar masyarakat rasa aman
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,853,Negatif,1.255631554442838,takut lapor yakin tindak adil
249,kesan biar balap liar jalan utama sering lapor tindak nyata,negatif,negatif,1112,Negatif,1.2589814854509092,adu soal bising musik malam hari biar padahal sering lapor
250,listrik padam polisi diri empat arah kendara,netral,netral,359,Netral,1.0486954326873008,padam listrik besar polisi jaga beberapa titik ramai
250,listrik padam polisi diri empat arah kendara,netral,netral,1193,Positif,1.0945689969010841,listrik padam daerah polisi langsung patroli keliling jaga aman responsif kali
250,listrik padam polisi diri empat arah kendara,netral,netral,535,Netral,1.1687242926522619,polisi diri empat dekat pasar sejak pagi
250,listrik padam polisi diri empat arah kendara,netral,netral,36,Netral,1.185184083276971,pernah lihat polisi diri empat lampu merah atur lalu lintas
250,listrik padam polisi diri empat arah kendara,netral,netral,305,Positif,1.2434356493405425,polisi ramah tanya arah
250,listrik padam polisi diri empat arah kendara,netral,netral,1424,Netral,1.2499759969384372,polisi diri bawah pohon rindang amat kendara lewat
250,listrik padam polisi diri empat arah kendara,netral,netral,365,Negatif,1.256822606108632,banyak kendara ugal ugalan tindak polisi kadang diri tindak
250,listrik padam polisi diri empat arah kendara,netral,netral,188,Netral,1.2808626073433673,polisi lihat diskusi tugas dishub simpang empat
250,listrik padam polisi diri empat arah kendara,netral,netral,1326,Netral,1.2833522715654788,lihat polisi salak lampu strobo empat ramai
251,polisi guna teknologi dukung proses investigasi,netral,netral,456,Netral,1.035653580625474,teknologi guna polisi bantu selidik kasus
251,polisi guna teknologi dukung proses investigasi,netral,netral,480,Netral,1.0633122316008239,kasus tangan lalu proses investigasi suai atur
251,polisi guna teknologi dukung proses investigasi,netral,netral,583,Positif,1.12445700473535,polisi kerja salah guna wenang selalu dukung rakyat
251,polisi guna teknologi dukung proses investigasi,netral,netral,1234,Netral,1.1583346556484098,teknologi bantu polisi tingkat kinerja
251,polisi guna teknologi dukung proses investigasi,netral,netral,1494,Netral,1.1940284082957846,teknologi bantu polisi tingkat efektivitas tugas
251,polisi guna teknologi dukung proses investigasi,netral,netral,390,Positif,1.2129365362045283,polisi adil selalu dukung masyarakat
251,polisi guna teknologi dukung proses investigasi,netral,netral,1072,Positif,1.2157719456279619,terima kasih dukung pak polisi
251,polisi guna teknologi dukung proses investigasi,netral,netral,240,Netral,1.2308078179419797,teknologi bantu tingkat efektivitas kinerja polisi layan publik
251,polisi guna teknologi dukung proses investigasi,netral,netral,1214,Positif,1.2505006544124966,bagi polisi kerja baik jujur dukung
252,polisi indonesia hebatt,positif,positif,357,Positif,0.519759098606411,percaya polisi indonesia
252,polisi indonesia hebatt,positif,positif,922,Positif,0.8516845986255751,polisi indonesia tegas jujur adil
252,polisi indonesia hebatt,positif,positif,61,Positif,0.909754311110682,memang keren polisi indonesia
252,polisi indonesia hebatt,positif,positif,897,Positif,0.9498300116881229,masyarakat indonesia semua senang polisi jujur adil
252,polisi indonesia hebatt,positif,positif,809,Positif,1.038380446518568,yakin polisi ayom masyarakat benar jadi bangga rakyat indonesia
252,polisi indonesia hebatt,positif,positif,1340,Positif,1.1135674377175264,terima kasih polisi indonesia dedikasi lindung masyarakat patut acung jempol
252,polisi indonesia hebatt,positif,positif,1074,Negatif,1.1294745874779866,benar pak polisi jangan panjang polisi jadi kumpul orang licik seluruh indonesia
252,polisi indonesia hebatt,positif,positif,15,Negatif,1.3761902693486976,masyarakat kecewa polisi
252,polisi indonesia hebatt,positif,positif,1090,Positif,1.3762025051874132,percaya polisi jujur
253,sedih lihat harap rakyat main sistem,negatif,negatif,602,Negatif,0.9683859146835873,sedih lihat aparat tak jadi harap rakyat
253,sedih lihat harap rakyat main sistem,negatif,negatif,621,Negatif,0.9974926512719923,sedih lihat hukum main lelucon
253,sedih lihat harap rakyat main sistem,negatif,negatif,411,Negatif,1.0517382148025474,tak harap hukum terus main
253,sedih lihat harap rakyat main sistem,negatif,negatif,941,Negatif,1.0651733261786256,sedih lihat rakyat hilang percaya hukum
253,sedih lihat harap rakyat main sistem,negatif,negatif,382,Positif,1.101721119709284,polisi profesional harap sistem hukum lebih baik
253,sedih lihat harap rakyat main sistem,negatif,negatif,1000,Negatif,1.1306308564855014,sedih lihat hukum tak pihak rakyat kecil
253,sedih lihat harap rakyat main sistem,negatif,negatif,524,Negatif,1.1347691390692667,sedih lihat korban adil
253,sedih lihat harap rakyat main sistem,negatif,negatif,191,Negatif,1.1542888468145607,jengkel lihat polisi main keras
253,sedih lihat harap rakyat main sistem,negatif,negatif,1291,Negatif,1.1691721249472817,hukum main kuasa
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,322,Negatif,0.7893434864019414,harus lindung rakyat bukan malah bikin takut
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,1117,Negatif,0.8342454509987205,polisi lindung malah bikin takut
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,1418,Negatif,0.9059413465051682,polisi bikin tenang bukan bikin ragu
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,694,Negatif,0.9378369737396232,polisi harus bikin tenang bukan bikin cemas
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,745,Negatif,0.956069192921035,harus seragam bikin tenang bukan malah bikin curiga
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,919,Negatif,0.9589506210031318,bukan bantu rakyat malah bikin ribat masalah
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,153,Negatif,1.0761003821756525,jadi harap justru bikin takut
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,384,Negatif,1.076116073028764,udah bayar pajak buat gaji malah bikin rakyat takut
254,polisi tugas bikin aman bukan malah bikin rakyat takut,negatif,negatif,1262,Negatif,1.0865148209319413,rasa takut dulu kalau lihat polisi padahal salah harus bikin nyaman bukan takut
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,1036,Negatif,1.0899561270512386,korban juang sendiri cari adil
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,885,Negatif,1.17835653737516,susah banget cari polisi benar kerja buat rakyat malah sibuk cari aman sendiri
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,189,Negatif,1.2041588918856063,waktu adik hilang polisi kesan lambat minta cari sendiri dulu
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,482,Negatif,1.219771372419094,susah banget cari polisi benar jujur
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,496,Positif,1.2234648053876336,susah sekarang cari polisi jujur adil
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,815,Positif,1.2275879165513433,terima kasih polri atas upaya laku hormat jasa pahlawan
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,524,Negatif,1.233584311621466,sedih lihat korban adil
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,119,Negatif,1.2371594465940345,polisi hadir banyak korban jahat
255,polisi ikut upaya cari korban hilang sungai,negatif,netral,911,Negatif,1.2377959684686237,jangan korban polisi abai
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,1190,Negatif,0.9899672387161115,udah banyak orang jadi korban salah tangkap makin ngeri
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,1036,Negatif,1.031559306245762,korban juang sendiri cari adil
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,640,Negatif,1.0900989976876363,takut kalau malah jadi korban salah tangkap
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,885,Negatif,1.0905207560271954,susah banget cari polisi benar kerja buat rakyat malah sibuk cari aman sendiri
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,478,Negatif,1.1344056199469432,aman buat siapa sih kok salah malah makin kuasa
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,524,Negatif,1.1440565839513595,sedih lihat korban adil
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,1164,Negatif,1.1494813375478732,takut lapor malah jadi korban
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,496,Positif,1.1722763830741199,susah sekarang cari polisi jujur adil
256,korban malah salah makin ngeri buat cari adil,negatif,negatif,339,Negatif,1.1826824880372409,jangan hukum malah pihak kuasa ngeri
257,pernah lihat polisi bantu dorong mobil mogok tengah hujan banyak omong langsung bantu,netral,positif,532,Netral,0.8455531543382646,lihat polisi bantu dorong mobil mogok tengah lampu merah bantu udah wajib
257,pernah lihat polisi bantu dorong mobil mogok tengah hujan banyak omong langsung bantu,netral,positif,233,Positif,0.949682883492755,sangat bantu motor mogok jalan polisi patroli langsung datang bantu dorong pinggir
257,pernah lihat polisi bantu dorong mobil mogok tengah hujan banyak omong langsung bantu,netral,positif,664,Netral,1.073861584016217,tugas polisi bantu pindah motor mogok tengah jalan
